loss,accuracy,val_loss,val_accuracy
2.0663750171661377,0.3142361044883728,2.485889434814453,0.484375
1.3504053354263306,0.5147569179534912,1.374527931213379,0.625
1.2983678579330444,0.53125,0.83762127161026,0.734375
1.105829119682312,0.5859375,0.8486908078193665,0.75
1.087220549583435,0.6215277910232544,0.7713369727134705,0.75
1.0648077726364136,0.6267361044883728,0.4801784157752991,0.828125
0.9905259013175964,0.640625,0.5319454669952393,0.828125
1.062693476676941,0.6293402910232544,0.5821701288223267,0.796875
0.9786486029624939,0.6380208134651184,0.6518394947052002,0.828125
1.0295398235321045,0.6553819179534912,0.7022395133972168,0.828125
1.0258488655090332,0.6501736044883728,0.8885859251022339,0.75
0.9688948392868042,0.6440972089767456,0.96185302734375,0.75
0.9487857818603516,0.6493055820465088,1.2344478368759155,0.71875
0.9525389075279236,0.6631944179534912,1.50443434715271,0.671875
0.9949238896369934,0.6319444179534912,1.5047682523727417,0.6875
0.9137953519821167,0.6519097089767456,1.7643656730651855,0.65625
0.984380841255188,0.6458333134651184,1.8913570642471313,0.640625
0.9283268451690674,0.6588541865348816,2.128228187561035,0.625
0.9681570529937744,0.6510416865348816,2.974590539932251,0.53125
0.938980221748352,0.6467013955116272,3.019946336746216,0.546875
0.9031661152839661,0.6579861044883728,3.221585750579834,0.546875
0.9324986338615417,0.6640625,2.8562920093536377,0.609375
0.8929755091667175,0.6605902910232544,3.2522614002227783,0.59375
0.9140352606773376,0.6467013955116272,3.2324843406677246,0.625
0.9559580683708191,0.6519097089767456,3.4978623390197754,0.578125
0.9027705788612366,0.6623263955116272,3.796782970428467,0.515625
0.9046757817268372,0.6571180820465088,3.694502353668213,0.53125
0.8948779702186584,0.6614583134651184,3.627652645111084,0.53125
0.8992345333099365,0.6493055820465088,4.179623603820801,0.5
0.842938244342804,0.6666666865348816,4.142737865447998,0.5
